,Study,Patient ID,Site,Name,age,weight,breed,gender,Tumor Location,PH vs NPH,PH,ALP,Group,DFI,DFI_censor,Survival (days from sx),Surv_censor,sample,Collection time point,"(Tumor/normal/met, unknown)",Sample Location,slide,Halo Box Folder
110,SOC,620,OSU,Katy,7.3,47,Great Pyrenees,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,77,1,102,1,0620 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 19.48.51.ndpi,DOG2 original
111,SOC,623,OSU,Ranger,3.5,44.6,Mixed Breed,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,98,1,820,1,0623 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 10.21.18.ndpi,DOG2 Batch 2
112,SOC,623,OSU,Ranger,3.5,44.6,Mixed Breed,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,98,1,820,1,0623 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-04 10.26.57.ndpi,DOG2 Batch 2
113,SOC,624,OSU,Star,10,27.4,Greyhound,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,8,0,8,0,0624 Tumor A,Surgery,Tumor,Primary Tumor,2022-01-11 00.55.49.ndpi,Box 9
114,SOC,624,OSU,Star,10,27.4,Greyhound,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,8,0,8,0,0624 Tumor B,Surgery,Tumor,Primary Tumor,2022-01-11 01.07.37.ndpi,Box 9
115,SOC,627,OSU,Marley,8.9,29.6,Mixed Breed,Castrated male,Left distal tibia,NPH,0,Normal,NPHNALP,376,1,383,1,0627 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 20.03.45.ndpi,DOG2 original
116,SOC,627,OSU,Marley,8.9,29.6,Mixed Breed,Castrated male,Left distal tibia,NPH,0,Normal,NPHNALP,376,1,383,1,0627 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 20.09.40.ndpi,DOG2 original
117,SOC,628,OSU,Kibo,8.5,54,Rottweiler,Castrated male,Left distal tibia,NPH,0,Elevated,NPHEALP,160,1,219,1,0628 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-02 11.28.25.ndpi,DOG2 Batch 2
118,SOC,628,OSU,Kibo,8.5,54,Rottweiler,Castrated male,Left distal tibia,NPH,0,Elevated,NPHEALP,160,1,219,1,0628 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-02 11.31.43.ndpi,DOG2 Batch 2
119,SOC,632,OSU,Kane,5,34.6,German Shepherd Dog,Castrated male,Right distal tibia,NPH,0,Normal,NPHNALP,153,1,277,1,0632 Tumor A,Surgery,Tumor,Primary Tumor,2022-01-11 01.44.25.ndpi,Box 9
120,SOC,632,OSU,Kane,5,34.6,German Shepherd Dog,Castrated male,Right distal tibia,NPH,0,Normal,NPHNALP,153,1,277,1,0632 Tumor B,Surgery,Tumor,Primary Tumor,2022-01-11 01.52.34.ndpi,Box 9
121,SOC,633,OSU,Apollo,3,42.4,Mixed Breed,Castrated male,Right proximal humerus,PH,1,Normal,PHNALP,936,0,1299,0,0633 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 20.26.50.ndpi,DOG2 original
122,SOC,633,OSU,Apollo,3,42.4,Mixed Breed,Castrated male,Right proximal humerus,PH,1,Normal,PHNALP,936,0,1299,0,0633 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 20.34.19.ndpi,DOG2 original
123,SOC,634,OSU,Oskar,7.5,49.5,Rottweiler,Castrated male,Left proximal humerus,PH,1,Normal,PHNALP,339,1,384,1,0634 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 20.39.58.ndpi,DOG2 original
124,SOC,634,OSU,Oskar,7.5,49.5,Rottweiler,Castrated male,Left proximal humerus,PH,1,Normal,PHNALP,339,1,384,1,0634 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 20.43.04.ndpi,DOG2 original
125,SOC,639,OSU,Michael,6.9,36.2,Greyhound,Castrated male,Left distal femur,NPH,0,Normal,NPHNALP,234,1,283,1, 0639 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 10.47.26.ndpi,DOG2 Batch 2
126,SOC,639,OSU,Michael,6.9,36.2,Greyhound,Castrated male,Left distal femur,NPH,0,Normal,NPHNALP,234,1,283,1,0639 tumor B,Surgery,Tumor,Primary Tumor,2021-12-04 10.52.03.ndpi,DOG2 Batch 2
127,SOC,642,OSU,Dancer,6,33.6,Greyhound,Spayed female,Left distal tibia,NPH,0,Normal,NPHNALP,710,1,773,1,0642 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 21.00.02.ndpi,DOG2 original
128,SOC,642,OSU,Dancer,6,33.6,Greyhound,Spayed female,Left distal tibia,NPH,0,Normal,NPHNALP,710,1,773,1,0642 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 21.04.21.ndpi,DOG2 original
129,SOC,702,UIL,Gunner,9.5,33.2,Labrador Retriever,Castrated male,Right distal ulna,NPH,0,Normal,NPHNALP,153,1,171,0,0702 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 11.23.38.ndpi,DOG2 Batch 2
130,SOC,702,UIL,Gunner,9.5,33.2,Labrador Retriever,Castrated male,Right distal ulna,NPH,0,Normal,NPHNALP,153,1,171,0,0702 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-04 11.40.41.ndpi,DOG2 Batch 2
131,SOC,704,UIL,Suzy Q,8.7,29.8,Bulldog,Spayed female,Left proximal tibia,NPH,0,elevated,NPHEALP,445,1,674,0,0704 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 21.09.14.ndpi,DOG2 original
132,SOC,704,UIL,Suzy Q,8.7,29.8,Bulldog,Spayed female,Left proximal tibia,NPH,0,elevated,NPHEALP,445,1,674,0,0704 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-02 15.42.33.ndpi,DOG2 Batch 2
133,SOC,706,UIL,Emil,9.3,40,Catahoula Hound,Castrated male,Right proximal humerus,PH,1,Normal,PHNALP,284,1,284,1,0706 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-02 15.25.36.ndpi,DOG2 Batch 2
134,SOC,706,UIL,Emil,9.3,40,Catahoula Hound,Castrated male,Right proximal humerus,PH,1,Normal,PHNALP,284,1,284,1,0706 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-08 19.12.33.ndpi,Box 2
135,SOC,708,IL,Beau,11,36.4,Labrador Retriever,Castrated male,Right proximal humerus,PH,1,Normal,PHNALP,771,1,817,0,0708Tumor B,Surgery,Tumor,Primary Tumor,2021-04-23 14.25.03.ndpi,DOG2 original
136,SOC,708,IL,Beau,11,36.4,Labrador Retriever,Castrated male,Right proximal humerus,PH,1,Normal,PHNALP,771,1,817,0,0708 Tumor A,Surgery,Tumor,Primary Tumor,2022-01-11 14.28.21.ndpi,Box 9
137,SOC,710,IL,Levi,10,39.6,Labradoodle,Castrated male,Left distal femur,NPH,0,Normal,NPHNALP,180,1,207,0, 0710 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 12.31.46.ndpi,DOG2 Batch 2
138,SOC,710,IL,Levi,10,39.6,Labradoodle,Castrated male,Left distal femur,NPH,0,Normal,NPHNALP,180,1,207,0,0710 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-04 12.41.24.ndpi,DOG2 Batch 2
139,SOC,712,IL,Richard,9.2,53.2,Rottweiler,Castrated male,Left scapula,NPH,0,Elevated,NPHEALP,104,1,133,1,0712 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 12.46.33.ndpi,DOG2 Batch 2
140,SOC,712,IL,Richard,9.2,53.2,Rottweiler,Castrated male,Left scapula,NPH,0,Elevated,NPHEALP,104,1,133,1,0712 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-04 12.53.50.ndpi,DOG2 Batch 2
141,SOC,716,UIL,Maxwell,7.8,40.3,Goldendoodle,Castrated male,Left distal radius ,NPH,0,Normal,NPHNALP,612,0,612,0,0716 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 13.43.27.ndpi,DOG2 Batch 2
142,SOC,716,UIL,Maxwell,7.8,40.3,Goldendoodle,Castrated male,Left distal radius ,NPH,0,Normal,NPHNALP,612,0,612,0,0716 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-04 13.50.27.ndpi,DOG2 Batch 2
143,SOC,718,UIL,Sasha,9.3,28.8,Mixed Breed,Spayed female,Left distal femur,NPH,0,Elevated,NPHEALP,848,1,930,1,0718 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-23 14.38.02.ndpi,DOG2 original
144,SOC,718,UIL,Sasha,9.3,28.8,Mixed Breed,Spayed female,Left distal femur,NPH,0,Elevated,NPHEALP,848,1,930,1,0718 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-02 12.53.55.ndpi,DOG2 Batch 2
145,SOC,719,UIL,Maci,6.3,44,Rhodesian Ridgeback,Spayed female,Right distal radius,NPH,0,Normal,NPHNALP,138,1,174,1, 0719 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 14.12.28.ndpi,DOG2 Batch 2
146,SOC,719,UIL,Maci,6.3,44,Rhodesian Ridgeback,Spayed female,Right distal radius,NPH,0,Normal,NPHNALP,138,1,174,1, 0719 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-04 14.16.22.ndpi,DOG2 Batch 2
147,SOC,720,UIL,Duke,6,34.8,Labrador Retriever,Castrated male,Right distal femur,NPH,0,Normal,NPHNALP,60,1,282,1, 0720 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 14.20.13.ndpi,DOG2 Batch 2
148,SOC,720,UIL,Duke,6,34.8,Labrador Retriever,Castrated male,Right distal femur,NPH,0,Normal,NPHNALP,60,1,282,1, 0720 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-04 14.32.39.ndpi,DOG2 Batch 2
149,SOC,721,UIL,Dolly,13,28.8,Labrador Retriever,Spayed female,Right proximal tibia,NPH,0,Elevated,NPHEALP,65,0,65,0, 0721 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 14.40.35.ndpi,DOG2 Batch 2
150,SOC,721,UIL,Dolly,13,28.8,Labrador Retriever,Spayed female,Right proximal tibia,NPH,0,Elevated,NPHEALP,65,0,65,0, 0721 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-04 14.46.41.ndpi,DOG2 Batch 2
151,SOC,727,IL,Kona,9.5,32.1,Chesapeake Bay Retriever,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,222,1,438,1, 0727 Tumor A,Surgery,Tumor,Primary Tumor,2022-01-11 16.11.01.ndpi,Box 9
152,SOC,727,IL,Kona,9.5,32.1,Chesapeake Bay Retriever,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,222,1,438,1, 0727 Tumor B,Surgery,Tumor,Primary Tumor,2022-01-11 16.21.06.ndpi,Box 9
153,SOC,729,IL,Bailey,12.3,25,Mixed Breed,Spayed female,Right proximal humerus,PH,1,Normal,PHNALP,697,0,1099,0, 0729 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-23 15.33.30.ndpi,DOG2 original
154,SOC,729,IL,Bailey,12.3,25,Mixed Breed,Spayed female,Right proximal humerus,PH,1,Normal,PHNALP,697,0,1099,0, 0729 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-23 15.35.52.ndpi,DOG2 original
155,SOC,733,IL,Cash,7.5,40.5,Mixed Breed,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,98,1,153,1, 0733 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 15.03.07.ndpi,DOG2 Batch 2
156,SOC,733,IL,Cash,7.5,40.5,Mixed Breed,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,98,1,153,1,0733 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-04 15.07.10.ndpi,DOG2 Batch 2
157,SOC,735,IL,Ryleigh,8.7,37.5,Irish Setter,Spayed female,Left distal femur,NPH,0,Normal,NPHNALP,56,0,145,0, 0735 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 15.17.24.ndpi,DOG2 Batch 2
158,SOC,735,IL,Ryleigh,8.7,37.5,Irish Setter,Spayed female,Left distal femur,NPH,0,Normal,NPHNALP,56,0,145,0,0735 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-04 15.21.24.ndpi,DOG2 Batch 2
159,SOC,802,Guelph,Cujo,8,53,Rottweiler,Castrated male,Right distal radius,NPH,0,Normal,NPHNALP,616,1,638,1,0802 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-23 15.41.08.ndpi,DOG2 original
160,SOC,802,Guelph,Cujo,8,53,Rottweiler,Castrated male,Right distal radius,NPH,0,Normal,NPHNALP,616,1,638,1,0802 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-10 01.37.13.ndpi,Box 4
161,SOC,804,Guelph,Jake,9,27.2,Australian Shepherd,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,299,1,336,1,0804 Tumor A,Surgery,Tumor,Primary Tumor,2022-01-11 17.17.20.ndpi,Box 9
162,SOC,804,Guelph,Jake,9,27.2,Australian Shepherd,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,299,1,336,1,0804 Tumor B,Surgery,Tumor,Primary Tumor,2022-01-11 17.23.46.ndpi,Box 9
163,SOC,806,Guelph,Cash,8.5,48,Labrador Retriever,Castrated male,Left proximal humerus,PH,1,Normal,PHNALP,53,1,123,1,0806 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-23 15.46.52.ndpi,DOG2 original
164,SOC,806,Guelph,Cash,8.5,48,Labrador Retriever,Castrated male,Left proximal humerus,PH,1,Normal,PHNALP,53,1,123,1,0806 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-02 15.18.25.ndpi,DOG2 Batch 2
165,SOC,808,Guelph,Buddy,9.5,30.4,Mixed Breed,Spayed female,Right distal radius ,NPH,0,Normal,NPHNALP,966,1,966,1,0808 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-23 16.04.06.ndpi,DOG2 original
166,SOC,808,Guelph,Buddy,9.5,30.4,Mixed Breed,Spayed female,Right distal radius ,NPH,0,Normal,NPHNALP,966,1,966,1,0808 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-08 22.55.56.ndpi,Box 2
167,SOC,812,Guelph,Lumpy,10,74,Great Dane,Castrated male,Right distal radius,NPH,0,Normal,NPHNALP,256,1,266,0,0812 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 11.57.22.ndpi,Box23
168,SOC,812,Guelph,Lumpy,10,74,Great Dane,Castrated male,Right distal radius,NPH,0,Normal,NPHNALP,256,1,266,0,0812 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 12.01.16.ndpi,Box23
169,SOC,821,Guelph,Sophie,8.5,33.8,Mixed Breed,Spayed female,Right distal radius,NPH,0,Normal,NPHNALP,589,1,589,1,0821 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 15.53.18.ndpi,DOG2 Batch 2
170,SOC,821,Guelph,Sophie,8.5,33.8,Mixed Breed,Spayed female,Right distal radius,NPH,0,Normal,NPHNALP,589,1,589,1,0821 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-08 20.23.02.ndpi,Box 2
171,SOC,823,Guelph,Daphne,1.5,62,Great Dane,Spayed female,Left distal tibia,NPH,0,Normal,NPHNALP,100,1,105,1, 0823 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-02 11.38.09.ndpi,DOG2 Batch 2
172,SOC,823,Guelph,Daphne,1.5,62,Great Dane,Spayed female,Left distal tibia,NPH,0,Normal,NPHNALP,100,1,105,1, 0823 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-02 11.44.17.ndpi,DOG2 Batch 2
173,SOC,904,Tufts,Murphy,8.5,56.1,Great Dane,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,270,1,273,0,0904 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-23 16.42.40.ndpi,DOG2 original
174,SOC,904,Tufts,Murphy,8.5,56.1,Great Dane,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,270,1,273,0,0904 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-23 16.50.36.ndpi,DOG2 original
175,SOC,905,Tufts,Zoey,8,64.4,Great Dane,Spayed female,Right distal radius,NPH,0,Normal,NPHNALP,62,1,158,1, 0905 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-04 16.08.17.ndpi,DOG2 Batch 2
176,SOC,905,Tufts,Zoey,8,64.4,Great Dane,Spayed female,Right distal radius,NPH,0,Normal,NPHNALP,62,1,158,1, 0905 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-06 07.22.56.ndpi,DOG2 Batch 2
177,SOC,907,Tufts,Winston,5,94.5,Mastiff,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,98,1,104,1,0907 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-05 10.16.55.ndpi,DOG2 Batch 2
178,SOC,907,Tufts,Winston,5,94.5,Mastiff,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,98,1,104,1,0907 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-05 10.19.52.ndpi,DOG2 Batch 2
179,SOC,909,Tufts,Frankie,5.7,77.5,Cain Corso,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,62,1,103,1,,Surgery,Tumor,Primary Tumor,FFPE block not available,
180,SOC,910,Tufts,Hazel Lane,10.7,42.2,Mixed Breed,Spayed female,Right distal radius ,NPH,0,Normal,NPHNALP,237,1,673,1,,Surgery,Tumor,Primary Tumor,FFPE block not available,
181,SOC,1002,UCD,Hailey,9.3,45,Other,Spayed female,Right proximal humerus,PH,1,Normal,PHNALP,321,1,775,1,1002 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-23 16.56.05.ndpi,DOG2 original
182,SOC,1002,UCD,Hailey,9.3,45,Other,Spayed female,Right proximal humerus,PH,1,Normal,PHNALP,321,1,775,1,1002 Tumor A,Surgery,Tumor,Primary Tumor,2022-01-11 17.35.42.ndpi,Box 9
183,SOC,1004,UCD,Dakota,4.1,27.7,Other,Spayed female,Right proximal humerus,PH,1,Elevated,PHEALP,1093,0,1535,0, 1004 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-24 09.07.33.ndpi,DOG2 original
184,SOC,1004,UCD,Dakota,4.1,27.7,Other,Spayed female,Right proximal humerus,PH,1,Elevated,PHEALP,1093,0,1535,0, 1004 Tumor A,Surgery,Tumor,Primary Tumor,2022-01-11 17.44.52.ndpi,Box 9
185,SOC,1006,UCD,Duke,8.3,47.4,Rottweiler,Castrated male,Right distal femur,NPH,0,Elevated,NPHEALP,56,1,77,1,1006 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-24 09.20.38.ndpi,DOG2 original
186,SOC,1006,UCD,Duke,8.3,47.4,Rottweiler,Castrated male,Right distal femur,NPH,0,Elevated,NPHEALP,56,1,77,1,1006 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-08 20.37.13.ndpi,Box 2
187,SOC,1008,UCD,Lucy,8.1,26.5,Labrador Retriever,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,640,0,640,1,1008 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-02 14.21.23.ndpi,DOG2 Batch 2
188,SOC,1008,UCD,Lucy,8.1,26.5,Labrador Retriever,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,640,0,640,1,1008 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 16.47.18.ndpi,DOG2 Batch 2
189,SOC,1010,UCD,Lexi,12.3,41.3,Labrador Retriever,Spayed female,Left proximal humerus,PH,1,Elevated,PHEALP,15,0,15,0, 1010 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-05 10.59.51.ndpi,DOG2 Batch 2
190,SOC,1010,UCD,Lexi,12.3,41.3,Labrador Retriever,Spayed female,Left proximal humerus,PH,1,Elevated,PHEALP,15,0,15,0, 1010 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-05 11.08.51.ndpi,DOG2 Batch 2
191,SOC,1011,UCD,Jillian,10,37.1,Other,Spayed female,Left proximal humerus,PH,1,Normal,PHNALP,158,1,172,1,1011 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-05 11.21.09.ndpi,DOG2 Batch 2
192,SOC,1011,UCD,Jillian,10,37.1,Other,Spayed female,Left proximal humerus,PH,1,Normal,PHNALP,158,1,172,1, 1011 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-05 11.25.45.ndpi,DOG2 Batch 2
193,SOC,1012,UCD,Max,1.4,51.5,Other,Castrated male,Right proximal humerus,PH,1,Normal,PHNALP,97,1,97,1,1012 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-24 09.41.08.ndpi,DOG2 original
194,SOC,1012,UCD,Max,1.4,51.5,Other,Castrated male,Right proximal humerus,PH,1,Normal,PHNALP,97,1,97,1,1012 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-08 20.48.39.ndpi,Box 2
195,SOC,1014,UCD,Cassanova,9.3,40.4,Labrador Retriever,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,62,1,126,1, 1014 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 13.48.06.ndpi,DOG2 original
196,SOC,1016,UCD,Lasen,9.5,29,Other,Castrated male,Left diaphyseal humerus,NPH,0,Elevated,NPHEALP,255,1,285,1,1016 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 14.05.58.ndpi,DOG2 original
197,SOC,1016,UCD,Lasen,9.5,29,Other,Castrated male,Left diaphyseal humerus,NPH,0,Elevated,NPHEALP,255,1,285,1,1016 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-02 15.12.59.ndpi,DOG2 Batch 2
198,SOC,1022,UCD,Cayla,6,39.7,Rottweiler,Female Phenotype,Right distal tibia,NPH,0,Normal,NPHNALP,126,1,178,1,1022 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 14.31.23.ndpi,DOG2 original
199,SOC,1022,UCD,Cayla,6,39.7,Rottweiler,Female Phenotype,Right distal tibia,NPH,0,Normal,NPHNALP,126,1,178,1,1022 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 14.34.38.ndpi,DOG2 original
200,SOC,1023,UCD,Ruger,5,35.8,Golden Retriever,Male Phenotype,Right distal tibia,NPH,0,Elevated,NPHEALP,607,1,607,0, 1023 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-05 11.40.08.ndpi,DOG2 Batch 2
201,SOC,1023,UCD,Ruger,5,35.8,Golden Retriever,Male Phenotype,Right distal tibia,NPH,0,Elevated,NPHEALP,607,1,607,0, 1023 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-05 11.42.26.ndpi,DOG2 Batch 2
202,SOC,1025,UCD,Cinnamon,9,35,Staffordshire Bull Terrier,Spayed female,Right proximal humerus,PH,1,Elevated,PHEALP,98,1,118,1, 1025 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-02 11.57.13.ndpi,DOG2 Batch 2
203,SOC,1025,UCD,Cinnamon,9,35,Staffordshire Bull Terrier,Spayed female,Right proximal humerus,PH,1,Elevated,PHEALP,98,1,118,1, 1025 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-02 12.05.58.ndpi,DOG2 Batch 2
204,SOC,1102,Cornell,Vako,9.5,33.4,German Shepherd Dog,Castrated male,Right distal femur,NPH,0,Normal,NPHNALP,82,1,267,1, 1102 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-05 12.05.08.ndpi,DOG2 Batch 2
205,SOC,1102,Cornell,Vako,9.5,33.4,German Shepherd Dog,Castrated male,Right distal femur,NPH,0,Normal,NPHNALP,82,1,267,1, 1102 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-05 12.13.28.ndpi,DOG2 Batch 2
206,SOC,1107,Cornell,Aspen,11.1,36.1,Labrador Retriever,Castrated male,Left proximal humerus,PH,1,Elevated,PHEALP,1009,0,1154,0, 1107 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 14.45.24.ndpi,DOG2 original
207,SOC,1107,Cornell,Aspen,11.1,36.1,Labrador Retriever,Castrated male,Left proximal humerus,PH,1,Elevated,PHEALP,1009,0,1154,0, 1107 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 14.55.22.ndpi,DOG2 original
208,SOC,1110,Cornell,Buttercup,11,38.8,Mixed Breed,Spayed female,Right distal radius,NPH,0,Elevated,NPHEALP,123,0,123,0,1110 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 12.15.55.ndpi,Box23
209,SOC,1110,Cornell,Buttercup,11,38.8,Mixed Breed,Spayed female,Right distal radius,NPH,0,Elevated,NPHEALP,123,0,123,0,1110 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 12.17.27.ndpi,Box23
210,SOC,1402,UGA,Loki,8,27.8,Mixed Breed,Castrated male,Right distal tibia ,NPH,0,Normal,NPHNALP,580,1,785,1,1402 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 10.32.44.ndpi,DOG2 Batch 2
211,SOC,1402,UGA,Loki,8,27.8,Mixed Breed,Castrated male,Right distal tibia ,NPH,0,Normal,NPHNALP,580,1,785,1,1402 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-10 02.05.21.ndpi,Box 4
212,SOC,1404,UGA,Ozzie,11,42,Mixed Breed,Castrated male,Left distal tibia,NPH,0,Normal,NPHNALP,313,0,313,0,1404 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 12.28.50.ndpi,Box23
213,SOC,1404,UGA,Ozzie,11,42,Mixed Breed,Castrated male,Left distal tibia,NPH,0,Normal,NPHNALP,313,0,313,0,1404 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 14.27.54.ndpi,Box23
214,SOC,1406,UGA,Nixon,3.8,61,Great Dane,Male Phenotype,Right distal radius,NPH,0,Normal,NPHNALP,540,1,540,0,1406 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 12.30.52.ndpi,Box23
215,SOC,1406,UGA,Nixon,3.8,61,Great Dane,Male Phenotype,Right distal radius,NPH,0,Normal,NPHNALP,540,1,540,0,1406 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 12.33.16.ndpi,Box23
216,SOC,1410,UGA,Georgia,6.5,44.4,Rottweiler,Spayed female,Right distal femur,NPH,0,Normal,NPHNALP,62,1,151,1, 1410 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 15.44.27.ndpi,DOG2 original
217,SOC,1410,UGA,Georgia,6.5,44.4,Rottweiler,Spayed female,Right distal femur,NPH,0,Normal,NPHNALP,62,1,151,1, 1410 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 15.50.11.ndpi,DOG2 original
218,SOC,1412,UGA,Roxie,12.2,27.8,Mixed Breed,Spayed female,Left proximal humerus,PH,1,Elevated,PHEALP,60,1,100,1, 1412 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 15.57.53.ndpi,DOG2 original
219,SOC,1412,UGA,Roxie,12.2,27.8,Mixed Breed,Spayed female,Left proximal humerus,PH,1,Elevated,PHEALP,60,1,100,1, 1412 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 16.03.43.ndpi,DOG2 original
220,SOC,1414,UGA,Oakley,9.3,49.3,Great Dane,Castrated male,Right distal tibia,NPH,0,Normal,NPHNALP,75,1,148,1, 1414 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-05 13.40.57.ndpi,DOG2 Batch 2
221,SOC,1414,UGA,Oakley,9.3,49.3,Great Dane,Castrated male,Right distal tibia,NPH,0,Normal,NPHNALP,75,1,148,1, 1414 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-05 13.46.59.ndpi,DOG2 Batch 2
